date,result,gc_result_on_stage,race,distance,pointspcs,pointsuci,stage,rider,team
NA,2,NA,Boels Ladies Tour (2.WWT),NA,NA,NA,Youth classification,Marta Cavalli,Valcar - Travel & Service
NA,22,NA,Boels Ladies Tour (2.WWT),NA,NA,NA,Points classification,Marta Cavalli,Valcar - Travel & Service
NA,17,NA,Boels Ladies Tour (2.WWT),NA,14,5,General classification,Marta Cavalli,Valcar - Travel & Service
2018-09-02,27,NA,Boels Ladies Tour (2.WWT),18.6,NA,NA,Stage 6 (ITT) - Roosendaal  › Roosendaal,Marta Cavalli,Valcar - Travel & Service
2018-09-01,28,19,Boels Ladies Tour (2.WWT),158.4,NA,NA,Stage 5 - Sittard › Sittard,Marta Cavalli,Valcar - Travel & Service
2018-08-31,17,19,Boels Ladies Tour (2.WWT),124.3,NA,NA,Stage 4 - Stramproy › Weert,Marta Cavalli,Valcar - Travel & Service
2018-08-30,24,19,Boels Ladies Tour (2.WWT),129,NA,NA,Stage 3 - Gennep › Gennep,Marta Cavalli,Valcar - Travel & Service
2018-08-29,4,18,Boels Ladies Tour (2.WWT),132.2,7,16,Stage 2 - Nijmegen › Nijmegen,Marta Cavalli,Valcar - Travel & Service
NA,7,NA,BeNe Ladies Tour (2.1),NA,NA,NA,Youth classification,Marta Cavalli,Valcar - Travel & Service
NA,15,NA,BeNe Ladies Tour (2.1),NA,NA,NA,Points classification,Marta Cavalli,Valcar - Travel & Service
NA,25,NA,BeNe Ladies Tour (2.1),NA,NA,3,General classification,Marta Cavalli,Valcar - Travel & Service
2018-07-22,22,NA,BeNe Ladies Tour (2.1),112.9,NA,NA,Stage 3 - Zelzate › Zelzate,Marta Cavalli,Valcar - Travel & Service
2018-07-21,8,34,BeNe Ladies Tour (2.1),98.3,NA,2,Stage 2a - Sint-Laureins › Sint-Laureins,Marta Cavalli,Valcar - Travel & Service
2018-07-21,28,28,BeNe Ladies Tour (2.1),10.1,NA,NA,Stage 2b (ITT) - Sint-Laureins › Sint-Laureins,Marta Cavalli,Valcar - Travel & Service
2018-07-20,11,33,BeNe Ladies Tour (2.1),135.5,NA,NA,Stage 1 - Merelbeke › Merelbeke,Marta Cavalli,Valcar - Travel & Service
NA,21,NA,WWT Emakumeen XXXI. Bira (2.WWT),NA,NA,NA,Youth classification,Marta Cavalli,Valcar - Travel & Service
NA,95,NA,WWT Emakumeen XXXI. Bira (2.WWT),NA,NA,NA,General classification,Marta Cavalli,Valcar - Travel & Service
2018-05-22,98,NA,WWT Emakumeen XXXI. Bira (2.WWT),120,NA,NA,Stage 4 - Iurreta › Iurreta,Marta Cavalli,Valcar - Travel & Service
2018-05-21,101,99,WWT Emakumeen XXXI. Bira (2.WWT),114.5,NA,NA,Stage 3 - Aretxabaleta › Aretxabaleta,Marta Cavalli,Valcar - Travel & Service
2018-05-20,61,88,WWT Emakumeen XXXI. Bira (2.WWT),26.6,NA,NA,Stage 2 (ITT) - Agurain › Vitoria-Gasteiz,Marta Cavalli,Valcar - Travel & Service
2018-05-19,87,87,WWT Emakumeen XXXI. Bira (2.WWT),108,NA,NA,Stage 1 - Legazpi › Legazpi,Marta Cavalli,Valcar - Travel & Service
NA,17,NA,Festival Elsy Jacobs (2.1),NA,NA,NA,Youth classification,Marta Cavalli,Valcar - Travel & Service
NA,52,NA,Festival Elsy Jacobs (2.1),NA,NA,NA,General classification,Marta Cavalli,Valcar - Travel & Service
2018-04-29,69,NA,Festival Elsy Jacobs (2.1),111.1,NA,NA,Stage 2 - Garnich › Garnich,Marta Cavalli,Valcar - Travel & Service
2018-04-28,43,48,Festival Elsy Jacobs (2.1),97.7,NA,NA,Stage 1 - Steinfort › Steinfort,Marta Cavalli,Valcar - Travel & Service
2017-10-01,999,NA,Gran Premio Beghelli Internazionale Donne Elite (1.1),79.8,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-09-30,82,NA,Giro dell'Emilia Internazionale Donne Elite (1.1),98.8,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-09-08,7,7,Prologue - Campi Bisenzio › Campi Bisenzio,2.2,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-08-17,53,53,Prologue - Halden › Halden,3.4,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-08-04,63,NA,European Continental Championships WU23 - Road Race (CC),100.5,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-06-25,38,NA,National Championships Italy WE - Road Race (NC),111,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-06-23,22,NA,National Championships Italy WE - ITT (NC),19,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-06-17,90,NA,Giro del Trentino Alto Adige - Sudtirol (1.1),NA,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-06-09,14,NA,Ljubljana-Domzale-Ljubljana TT (1.2),NA,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-05-27,999,NA,Grand Prix de Plumelec-Morbihan Dames (1.1),108,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-05-26,14,NA,La Classique Morbihan (1.1),113,NA,5,One day,Marta Cavalli,Valcar - Travel & Service
2017-05-21,27,NA,SwissEver GP Cham - Hagendorn (1.2),111.6,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-05-14,63,NA,Dwars door de Westhoek (1.1),131.2,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-04-25,9,NA,GP della Liberazione PINK (1.2),96,NA,15,One day,Marta Cavalli,Valcar - Travel & Service
2017-04-03,123,NA,Grand Prix de Dottignies (1.2),115.2,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-03-19,999,NA,Trofeo Alfredo Binda - Comune di Cittiglio (1.WWT),131.3,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-03-04,999,NA,Strade Bianche WE (1.WWT),127,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2017-03-01,999,NA,Le Samyn des Dames (1.2),100.5,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
NA,29,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),NA,NA,NA,Youth classification,Marta Cavalli,Valcar - Travel & Service
NA,52,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),NA,NA,NA,General classification,Marta Cavalli,Valcar - Travel & Service
2017-09-10,61,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),121.8,NA,NA,Stage 2 - Capannori › Lucca,Marta Cavalli,Valcar - Travel & Service
2017-09-09,33,24,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),133.6,NA,NA,Stage 1 - Segromigno in Piano › Segromigno in Piano,Marta Cavalli,Valcar - Travel & Service
NA,23,NA,Ladies Tour of Norway (2.WWT),NA,NA,NA,Youth classification,Marta Cavalli,Valcar - Travel & Service
NA,90,NA,Ladies Tour of Norway (2.WWT),NA,NA,NA,General classification,Marta Cavalli,Valcar - Travel & Service
2017-08-20,96,NA,Ladies Tour of Norway (2.WWT),156.6,NA,NA,Stage 3 - Svinesund › Halden,Marta Cavalli,Valcar - Travel & Service
2017-08-19,97,77,Ladies Tour of Norway (2.WWT),140.4,NA,NA,Stage 2 - Sarpsborg › Fredrikstad,Marta Cavalli,Valcar - Travel & Service
2017-08-18,77,80,Ladies Tour of Norway (2.WWT),101.5,NA,NA,Stage 1 - Halden › Mysen,Marta Cavalli,Valcar - Travel & Service
2017-07-07,998,NA,Giro d'Italia Internazionale Femminile (2.WWT),141.8,NA,NA,Stage 8 - Baronissi › Palinuro,Marta Cavalli,Valcar - Travel & Service
2017-07-06,130,129,Giro d'Italia Internazionale Femminile (2.WWT),141.98,NA,NA,Stage 7 - Isernia › Baronissi,Marta Cavalli,Valcar - Travel & Service
2017-07-05,51,130,Giro d'Italia Internazionale Femminile (2.WWT),116.1,NA,NA,Stage 6 - Roseto degli Abruzzi › Roseto degli Abruzzi,Marta Cavalli,Valcar - Travel & Service
2017-07-04,68,133,Giro d'Italia Internazionale Femminile (2.WWT),12.73,NA,NA,Stage 5 (ITT) - Sant'elpidio a Mare › Sant'elpidio a Mare,Marta Cavalli,Valcar - Travel & Service
2017-07-03,76,138,Giro d'Italia Internazionale Femminile (2.WWT),118,NA,NA,Stage 4 - Occhiobello › Occhiobello,Marta Cavalli,Valcar - Travel & Service
2017-07-02,143,140,Giro d'Italia Internazionale Femminile (2.WWT),100,NA,NA,Stage 3 - San Fior › San Vendemiano,Marta Cavalli,Valcar - Travel & Service
2017-07-01,120,130,Giro d'Italia Internazionale Femminile (2.WWT),122.25,NA,NA,Stage 2 - Zoppola › Mantereale Valcellina,Marta Cavalli,Valcar - Travel & Service
2017-06-30,19,120,Giro d'Italia Internazionale Femminile (2.WWT),11.5,NA,NA,Stage 1 (TTT) - Aquileia › Grado,Marta Cavalli,Valcar - Travel & Service
2016-03-27,6,NA,Gent-Wevelgem WJ (1.NCup),70,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2016-03-20,39,NA,Trofeo Da Moreno - Piccolo Trofeo Alfredo Binda (1.Ncup),NA,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2015-08-08,40,NA,UEC Road European Championships WJ - Road Race (CC),74.4,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2015-07-25,3,NA,National Championships Italy WJ - ITT (NC),NA,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2015-03-29,45,NA,Trofeo Da Moreno - Piccolo Trofeo Alfredo Binda (1.1),NA,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2020-08-29,3,NA,La Course by Le Tour de France (1.WWT),96,40,260,One day,Demi Vollering,Parkhotel Valkenburg
2020-08-27,19,NA,European Continental Championships WE - Road Race (CC),109.2,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
2020-08-25,22,NA,GP de Plouay - Lorient Agglomération Trophée WNT (1.WWT),101.1,NA,16,One day,Demi Vollering,Parkhotel Valkenburg
2020-08-22,10,NA,National Championships Netherlands WE - Road Race (NC),124,NA,3,One day,Demi Vollering,Parkhotel Valkenburg
2020-08-18,16,NA,Giro dell'Emilia Internazionale Donne Elite (1.Pro),87.2,10,5,One day,Demi Vollering,Parkhotel Valkenburg
2020-08-01,20,NA,Strade Bianche WE (1.WWT),136,NA,24,One day,Demi Vollering,Parkhotel Valkenburg
NA,2,NA,Setmana Ciclista Valenciana - Vuelta Comunidad Valenciana Feminas (2.2),NA,NA,NA,Mountains classification,Demi Vollering,Parkhotel Valkenburg
NA,3,NA,Setmana Ciclista Valenciana - Vuelta Comunidad Valenciana Feminas (2.2),NA,16,25,General classification,Demi Vollering,Parkhotel Valkenburg
2020-02-23,8,NA,Setmana Ciclista Valenciana - Vuelta Comunidad Valenciana Feminas (2.2),140,NA,NA,Stage 4 - Betxí › Vila-real,Demi Vollering,Parkhotel Valkenburg
2020-02-22,46,3,Setmana Ciclista Valenciana - Vuelta Comunidad Valenciana Feminas (2.2),94,NA,NA,Stage 3 - Valencia › Port de Sagunt,Demi Vollering,Parkhotel Valkenburg
2020-02-21,2,3,Setmana Ciclista Valenciana - Vuelta Comunidad Valenciana Feminas (2.2),126,5,5,Stage 2 - Agost › Finestrat,Demi Vollering,Parkhotel Valkenburg
2020-02-20,16,16,Setmana Ciclista Valenciana - Vuelta Comunidad Valenciana Feminas (2.2),103,NA,NA,Stage 1 - Gandia › Cullera,Demi Vollering,Parkhotel Valkenburg
2019-10-06,20,NA,Gran Premio Bruno Beghelli  Internazionale Donne Elite (1.1),79.8,NA,3,One day,Demi Vollering,Parkhotel Valkenburg
2019-10-05,1,NA,Giro dell'Emilia Internazionale Donne Elite (1.1),98.8,80,125,One day,Demi Vollering,Parkhotel Valkenburg
2019-09-28,56,NA,World Championships WE - Road Race (WC),149.4,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
2019-08-31,5,NA,GP de Plouay - Lorient Agglomération Trophée WNT (1.WWT),128.6,25,85,One day,Demi Vollering,Parkhotel Valkenburg
2019-08-18,25,NA,Postnord UCI WWT Vårgårda WestSweden RR (1.WWT),145.3,NA,5,One day,Demi Vollering,Parkhotel Valkenburg
2019-08-17,13,NA,Postnord UCI WWT Vårgårda WestSweden TTT (1.WWT),35.6,1,3.3,One day,Demi Vollering,Parkhotel Valkenburg
2019-08-10,33,NA,European Continental Championships WE - Road Race (CC),115,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
2019-08-03,82,NA,Prudential RideLondon Classique (1.WWT),68,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
2019-07-19,11,NA,La Course by Le Tour de France (1.WWT),121,7,30,One day,Demi Vollering,Parkhotel Valkenburg
2019-06-29,53,NA,National Championships Netherlands WE - Road Race (NC),122.6,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
2019-06-26,22,NA,National Championships Netherlands WE - ITT (NC),31.8,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
2019-05-10,1,1,Prologue - Kahler › Garnich,2.7,16,16,One day,Demi Vollering,Parkhotel Valkenburg
2019-04-28,3,NA,Liège-Bastogne-Liège Femmes (1.WWT),138.5,40,125,One day,Demi Vollering,Parkhotel Valkenburg
2019-04-24,5,NA,La Flèche Wallonne Féminine (1.WWT),118.5,25,85,One day,Demi Vollering,Parkhotel Valkenburg
2019-04-21,7,NA,Amstel Gold Race Ladies Edition (1.WWT),126.8,15,60,One day,Demi Vollering,Parkhotel Valkenburg
2019-03-31,35,NA,Gent-Wevelgem In Flanders Fields WE (1.WWT),136.8,NA,3,One day,Demi Vollering,Parkhotel Valkenburg
2019-03-24,17,NA,Trofeo Alfredo Binda - Comune di Cittiglio (1.WWT),131.1,NA,5,One day,Demi Vollering,Parkhotel Valkenburg
2019-03-05,25,NA,Le Samyn des Dames (1.2),102.1,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
NA,10,NA,Ladies Tour of Norway (2.WWT),NA,NA,NA,Mountains classification,Demi Vollering,Parkhotel Valkenburg
NA,60,NA,Ladies Tour of Norway (2.WWT),NA,NA,NA,General classification,Demi Vollering,Parkhotel Valkenburg
2019-08-25,75,NA,Ladies Tour of Norway (2.WWT),156.2,NA,NA,Stage 4 - Svinesund › Halden,Demi Vollering,Parkhotel Valkenburg
2019-08-24,3,59,Ladies Tour of Norway (2.WWT),125,12,18,Stage 3 - Moss › Halden,Demi Vollering,Parkhotel Valkenburg
2019-08-23,54,71,Ladies Tour of Norway (2.WWT),133.6,NA,NA,Stage 2 - Mysen › Askim,Demi Vollering,Parkhotel Valkenburg
2019-08-22,106,105,Ladies Tour of Norway (2.WWT),128,NA,NA,Stage 1 - Åsgårdstrand › Horten,Demi Vollering,Parkhotel Valkenburg
NA,10,NA,Giro d'Italia Internazionale Femminile (2.WWT),NA,NA,NA,Points classification,Demi Vollering,Parkhotel Valkenburg
NA,13,NA,Giro d'Italia Internazionale Femminile (2.WWT),NA,28,20,General classification,Demi Vollering,Parkhotel Valkenburg
2019-07-14,8,NA,Giro d'Italia Internazionale Femminile (2.WWT),120,1,8,Stage 10 - San Vito al Tagliamento › Udine,Demi Vollering,Parkhotel Valkenburg
2019-07-13,6,13,Giro d'Italia Internazionale Femminile (2.WWT),125.5,3,12,Stage 9 - Gemona › Chiusaforte/Malga Montasio,Demi Vollering,Parkhotel Valkenburg
2019-07-12,19,15,Giro d'Italia Internazionale Femminile (2.WWT),133.3,NA,NA,Stage 8 - Vittorio Veneto › Maniago,Demi Vollering,Parkhotel Valkenburg
2019-07-11,5,14,Giro d'Italia Internazionale Femminile (2.WWT),131.5,4,14,Stage 7 - Cornedo Vicentino › San Giorgio di Perlena/Fara Vicentino,Demi Vollering,Parkhotel Valkenburg
2019-07-10,13,14,Giro d'Italia Internazionale Femminile (2.WWT),12.1,NA,NA,Stage 6 (ITT) - Chiuro › Teglio,Demi Vollering,Parkhotel Valkenburg
2019-07-09,10,14,Giro d'Italia Internazionale Femminile (2.WWT),88.8,NA,4,Stage 5 - Ponte in Valtellina › Lago di Cancano,Demi Vollering,Parkhotel Valkenburg
2019-07-08,25,30,Giro d'Italia Internazionale Femminile (2.WWT),100.1,NA,NA,Stage 4 - Lissone ›  Carate Brianza,Demi Vollering,Parkhotel Valkenburg
2019-07-07,14,29,Giro d'Italia Internazionale Femminile (2.WWT),104.1,NA,NA,Stage 3 - Sagliano Micca › Piedicavallo,Demi Vollering,Parkhotel Valkenburg
2019-07-06,10,39,Giro d'Italia Internazionale Femminile (2.WWT),76.3,NA,4,Stage 2 - Viù › Viù,Demi Vollering,Parkhotel Valkenburg
2019-07-05,16,62,Giro d'Italia Internazionale Femminile (2.WWT),18,NA,NA,Stage 1 (TTT) - Cassano Spinola › Castellania,Demi Vollering,Parkhotel Valkenburg
NA,19,NA,OVO Energy Women's Tour (2.WWT),NA,NA,NA,Mountains classification,Demi Vollering,Parkhotel Valkenburg
NA,7,NA,OVO Energy Women's Tour (2.WWT),NA,NA,NA,Points classification,Demi Vollering,Parkhotel Valkenburg
NA,5,NA,OVO Energy Women's Tour (2.WWT),NA,70,85,General classification,Demi Vollering,Parkhotel Valkenburg
2019-06-15,4,NA,OVO Energy Women's Tour (2.WWT),125.9,7,16,Stage 6 - Carmarthen › Pembrey Country Park,Demi Vollering,Parkhotel Valkenburg
2019-06-14,11,4,OVO Energy Women's Tour (2.WWT),140,NA,NA,Stage 5 - Llandrindod Wells › Builth Wells,Demi Vollering,Parkhotel Valkenburg
2019-06-13,5,6,OVO Energy Women's Tour (2.WWT),158.9,4,14,Stage 4 - Warwick › Burton Dassett,Demi Vollering,Parkhotel Valkenburg
2019-06-12,3,17,OVO Energy Women's Tour (2.WWT),145.1,12,18,Stage 3 - Henley-on-Thames › Blenheim Palace,Demi Vollering,Parkhotel Valkenburg
2019-06-11,20,24,OVO Energy Women's Tour (2.WWT),62.5,NA,NA,Stage 2 - Cyclopark Gravesend › Cyclopark Gravesend,Demi Vollering,Parkhotel Valkenburg
2019-06-10,17,19,OVO Energy Women's Tour (2.WWT),157.6,NA,NA,Stage 1 - Beccles › Stowmarket,Demi Vollering,Parkhotel Valkenburg
NA,2,NA,Festival Elsy Jacobs (2.1),NA,NA,NA,Points classification,Demi Vollering,Parkhotel Valkenburg
NA,2,NA,Festival Elsy Jacobs (2.1),NA,56,85,General classification,Demi Vollering,Parkhotel Valkenburg
2019-05-12,5,NA,Festival Elsy Jacobs (2.1),111.1,4,5,Stage 2 - Garnich › Garnich,Demi Vollering,Parkhotel Valkenburg
2019-05-11,4,1,Festival Elsy Jacobs (2.1),107.1,5,6,Stage 1 - Steinfort › Steinfort,Demi Vollering,Parkhotel Valkenburg
NA,15,NA,ASDA Tour de Yorkshire Women's Race (2.1),NA,NA,5,General classification,Demi Vollering,Parkhotel Valkenburg
2019-05-04,18,NA,ASDA Tour de Yorkshire Women's Race (2.1),132,NA,NA,Stage 2 - Bridlington › Scarborough,Demi Vollering,Parkhotel Valkenburg
2019-05-03,11,15,ASDA Tour de Yorkshire Women's Race (2.1),132,NA,NA,Stage 1 - Barnsley › Bedale,Demi Vollering,Parkhotel Valkenburg
2018-08-22,13,NA,Veenendaal Veenendaal Classic WE (1.1),136.8,NA,5,One day,Demi Vollering,Parkhotel Valkenburg
2018-06-30,22,NA,National Championships Netherlands WE - Road Race (NC),141.1,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
2018-06-27,21,NA,National Championships Netherlands WE - ITT (NC),25.8,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
2018-05-10,9,9,Prologue - Uppsala › Uppsala,4.7,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
2018-05-06,39,NA,Trofee Maarten Wynants (1.1),120,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
2018-04-11,999,NA,Brabantse Pijl (1.1),136.8,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
NA,3,NA,Tour Cycliste Féminin International de l'Ardèche (2.1),NA,NA,NA,Youth classification,Demi Vollering,Parkhotel Valkenburg
NA,13,NA,Tour Cycliste Féminin International de l'Ardèche (2.1),NA,NA,NA,Points classification,Demi Vollering,Parkhotel Valkenburg
NA,18,NA,Tour Cycliste Féminin International de l'Ardèche (2.1),NA,NA,3,General classification,Demi Vollering,Parkhotel Valkenburg
2018-09-18,10,NA,Tour Cycliste Féminin International de l'Ardèche (2.1),90.9,NA,NA,Stage 7 - Chomérac › Privas,Demi Vollering,Parkhotel Valkenburg
2018-09-17,5,17,Tour Cycliste Féminin International de l'Ardèche (2.1),113.7,4,5,Stage 6 - Savasse › Montboucher-sur-Jabron,Demi Vollering,Parkhotel Valkenburg
2018-09-16,20,17,Tour Cycliste Féminin International de l'Ardèche (2.1),138.3,NA,NA,Stage 5 - Grandrieu › Mont-Lozere,Demi Vollering,Parkhotel Valkenburg
2018-09-15,25,20,Tour Cycliste Féminin International de l'Ardèche (2.1),116.2,NA,NA,Stage 4 - Châteauneuf-de-Gadagne › Mont-Serein Station,Demi Vollering,Parkhotel Valkenburg
2018-09-14,29,14,Tour Cycliste Féminin International de l'Ardèche (2.1),129.5,NA,NA,Stage 3 - Saint-Sauveur-de-Montagut › Villeneuve-de-Berg,Demi Vollering,Parkhotel Valkenburg
2018-09-13,9,6,Tour Cycliste Féminin International de l'Ardèche (2.1),52.7,NA,NA,Stage 2 - St-Fortunat-sur-Eyrieux › Cruas,Demi Vollering,Parkhotel Valkenburg
2018-09-13,10,10,Tour Cycliste Féminin International de l'Ardèche (2.1),65.6,NA,NA,Stage 1 - St-Marcel-d'Ardèche › Beauchastel,Demi Vollering,Parkhotel Valkenburg
NA,6,NA,Internationale Lotto Thüringen Ladies Tour (2.1),NA,NA,NA,Youth classification,Demi Vollering,Parkhotel Valkenburg
NA,24,NA,Internationale Lotto Thüringen Ladies Tour (2.1),NA,NA,3,General classification,Demi Vollering,Parkhotel Valkenburg
2018-06-03,23,NA,Internationale Lotto Thüringen Ladies Tour (2.1),18.7,NA,NA,Stage 7 (ITT) - Schmölln › Schmölln,Demi Vollering,Parkhotel Valkenburg
2018-06-02,32,25,Internationale Lotto Thüringen Ladies Tour (2.1),142,NA,NA,Stage 6 - Gotha › Gotha,Demi Vollering,Parkhotel Valkenburg
2018-06-01,8,13,Internationale Lotto Thüringen Ladies Tour (2.1),105.6,NA,2,Stage 5 - Dörtendorf › Dörtendorf,Demi Vollering,Parkhotel Valkenburg
2018-05-31,17,19,Internationale Lotto Thüringen Ladies Tour (2.1),118,NA,NA,Stage 4 - Gera › Gera,Demi Vollering,Parkhotel Valkenburg
2018-05-30,11,20,Internationale Lotto Thüringen Ladies Tour (2.1),131,NA,NA,Stage 3 - Schleiz › Schleiz,Demi Vollering,Parkhotel Valkenburg
2018-05-29,7,25,Internationale Lotto Thüringen Ladies Tour (2.1),136,NA,3,Stage 2 - Meiningen › Meiningen,Demi Vollering,Parkhotel Valkenburg
2018-05-28,28,29,Internationale Lotto Thüringen Ladies Tour (2.1),82.5,NA,NA,Stage 1 - Schleusingen › Schleusingen,Demi Vollering,Parkhotel Valkenburg
NA,5,NA,Tour of Uppsala (2.2),NA,NA,NA,Points classification,Demi Vollering,Parkhotel Valkenburg
NA,9,NA,Tour of Uppsala (2.2),NA,NA,2,General classification,Demi Vollering,Parkhotel Valkenburg
2018-05-11,2,NA,Tour of Uppsala (2.2),130,5,5,Stage 2 - Uppsala › Uppsala,Demi Vollering,Parkhotel Valkenburg
2018-05-10,10,10,Tour of Uppsala (2.2),79,NA,NA,Stage 1b - Uppsala › Uppsala,Demi Vollering,Parkhotel Valkenburg
2017-06-24,49,NA,National Championships Netherlands WE - Road Race (NC),132,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
2017-05-20,33,NA,Salverda Omloop van de IJsseldelta (1.2),134.4,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
2016-04-16,999,NA,Salverda Omloop van de IJsseldelta (1.2),134,NA,NA,One day,Demi Vollering,Parkhotel Valkenburg
2016-09-01,999,NA,Boels Rental Ladies Tour (2.1),122.6,NA,NA,Stage 3 - Sittard/Geleen › Sittard/Geleen,Demi Vollering,Parkhotel Valkenburg
